Class Label Short,File Name,Transcript
N,NH_ML_001_N_M_001_044,ഫിറോസിനെ അളവ് ബാലൻസ് കൊണ്ടാണെങ്കിൽ അപ്പോഴും നമുക്ക് ഭൂമി അളവ് കൂടും ഹാപ്പി ഓർമ്മത്തെറ്റുകൾ
N,NH_ML_001_N_M_001_045,ആദ്യം പറയുന്ന കാര്യങ്ങൾ നമ്മൾ എപ്പോൾ സൂചിപ്പിക്കുന്ന കാര്യമാണ് എന്തെല്ലാം മാനസിക പ്രശ്നം ഉണ്ടെങ്കിൽ എപ്പോഴൊക്കെ ഡിപ്രഷൻ ഉണ്ടെങ്കിലും എപ്പോഴാ അനുസരിച്ച് ഉണ്ടെങ്കിലും എപ്പോഴൊക്കെ മൂഡോഫ് ആണെങ്കിലും എപ്പോഴും നല്ലൊരു കാര്യം നടന്നത്
N,NH_ML_001_N_M_001_046,തെറ്റിയതാണ് മിനിമം 10 മിനിറ്റിനു മേലെ നിങ്ങൾ മെഡിറ്റേറിയൻ മറ്റൊരു കാര്യം ശ്രദ്ധിക്കാതെ ഓർത്താൽ മാത്രം ശ്രദ്ധിച്ചുകൊണ്ട് ഒരു പോയിൻറ് മാത്രം ശ്രദ്ധിച്ചു കൊണ്ട് നിങ്ങൾക്ക്
N,NH_ML_001_N_M_001_047,നിൽക്കാൻ വെഡിങ് ഡേറ്റ് നില്ക്കാൻ പറ്റുമെങ്കിൽ എല്ലാ അനാവശ്യമായ ചിന്തകളും നെഗറ്റീവ് എനർജി
N,NH_ML_001_N_M_001_048,റിലീസിനെത്തും നല്ലൊരു കാര്യം നേച്ചർ നിങ്ങളാണ് കാമമോഹിതം ഉണ്ടാകും ആ ഒരു ഫീലിങ് ഉണ്ടാക്കാൻ വേണ്ടി മെഡി
N,NH_ML_001_N_M_001_049,അവർ അങ്ങനെ ചെയ്തു കൊണ്ടേയിരിക്കുന്നു ജോലി സ്ഥിരം ചെയ്യുമ്പോഴാണ് പലർക്കും ഈ മൂഡ് ഉണ്ടാകുന്നതെന്ന് മടുത്തു തുടങ്ങി
N,NH_ML_001_N_M_001_050,അടുത്തുള്ള വാക്ക് ഉപയോഗിക്കുന്നത് അതുകൊണ്ട് എപ്പോഴും നമ്മുടെ സ്ഥിരമായിട്ട് ഏത് ജോലിയാണെങ്കിലും സർക്കാർ ജോലി ആണെങ്കിൽ പ്രൈവറ്റ് ജോബ് ആണെങ്കിൽ സ്വന്തം ബിസിനസ് ആണെങ്കിലും വീട്ടുജോലി ആണെങ്കിൽ കൃഷി ആണെങ്കിൽ എന്താണെങ്കിലും ആ ചെയ്തു കൊണ്ടേ ഇരിക്കുന്നതിൽ എന്തെങ്കിലും
N,NH_ML_001_N_M_001_051,മധുരം ഇതുവരെ ചെയ്തതിൽ വ്യത്യസ്തമായി ട്രൈ സംതിങ് ന്യൂ പുതിയതൊന്ന് കൊണ്ടുവരികയും അത് സാമൂഹിക ഫെയർ ആഭരണങ്ങളോട് ആ ടീമിന് നമുക്ക് ഹാപ്പിനസ് ഉണ്ടാകുന്നതാണ് ഹാപ്പി ഓണം
N,NH_ML_001_N_M_001_052,സക്സസ് ആയിട്ടില്ലെങ്കിൽ സ്വഭാവം ഒരു ശ്രമിച്ചുകൊണ്ടേയിരിക്കും ഓരോ തവണ പുതിയ ശ്രമിക്കുമ്പോഴും നമുക്ക് കൂടുതൽ കൂടുതൽ എനർജി കിട്ടുന്നതാണ്
N,NH_ML_001_N_M_001_053,ശരിക്കും ഹാപ്പിനസ് കിട്ടുന്ന ഹാപ്പി ഹോർമോൺ
N,NH_ML_001_N_M_001_054,മണ്ണ് എല്ലാദിവസവും നമ്മുടെ ചെയ്യേണ്ട ജോലിക്ക് ഒരു ലിസ്റ്റ് ഉണ്ടാവുക എന്തൊക്കെ ചെയ്യണമെന്ന് ബെസ്റ്റ് ഉണ്ടാക്കുകയും ആ ജോലി ചെയ്തു തീർന്നു എന്ന് നമ്മൾ ഒരു
N,NH_ML_001_N_M_001_055,മാർക്ക് എന്നു പറഞ്ഞാൽ അത് മനസ്സുകൊണ്ട് ചെയ്താലും മൊബൈൽ ചെയ്താലും പേപ്പർ ചെയ്താലും ഡയറിയിൽ ചെയ്താലും നമ്മൾ ചെയ്തു എന്ന് ആത്മനിർവൃതി ഉണ്ടാകുന്നതോടെ ഹാപ്പിനസ്
N,NH_ML_001_N_M_001_056,ഇന്ന് ചെയ്യണമെന്ന് ആഗ്രഹിച്ച അഞ്ചു കാര്യങ്ങളാണ് അതിലെ ഒരെണ്ണം പത്തനാപുരത്തിന് ചെയ്തു കഴിഞ്ഞ് 10 ദിവസം കിട്ടും ഉച്ചയ്ക്ക് വന്നു ചെയ്തു വൈകുന്നേരം ഇരുന്ന് ചെയ്യാൻ ഉദ്ദേശിച്ച എല്ലാ ജോലിയും ചെയ്തു എന്ന തോന്നൽ ഉണ്ടാകും എന്ന് ചിന്തയുണ്ടായിരുന്നു കഥാപ്രസംഗം ശോകം
N,NH_ML_001_N_M_001_057,പാസന ടാസ്ക് ടാസ്ക് കംപ്ലീറ്റ് ചെയ്യുക
N,NH_ML_001_N_M_001_058,ഭാഗമാണ് നിങ്ങൾ എങ്കിൽ അതിനെ കുഞ്ഞുകുഞ്ഞു ടാസ്കുകൾ ആക്കി മാറ്റുക
N,NH_ML_001_N_M_001_059,ഫാസ്റ്റ് കമ്പ്ലീറ്റ് എപ്പോഴും ഹാപ്പി ഓർമപ്പെടുത്തലുകളാണ്
N,NH_ML_001_N_M_001_060,നടന്നത് നമ്മുടെ മിക്ക ആളുകളും വൈകുന്നേരം ഒരു പാർക്കിൽ ഒരു ബീച്ചിൽ ഉപയോഗിക്കാറുണ്ട് നല്ല റിസോർട്ടുകളിൽ അല്ലെങ്കിൽ അത്തരം ആംബിയൻസ് ഉള്ള സ്ഥലത്ത് നല്ല പ്രകൃതിരമണീയമായ സ്ഥലം എവിടെ പോയി നിൽക്കും നമ്മൾപോലും അറിയാത്ത ഒരു സ്വപ്നം റോഡിലേക്ക് ഉണ്ടാകും പ്രകൃതി
N,NH_ML_001_N_M_001_061,നേച്ചർ പ്രകൃതിയും ആയിട്ട് നല്ലൊരു കണക്ഷൻ കെപിഎം എപ്പോഴാണോ അപ്പോഴൊക്കെ നമുക്ക് കോൺഗ്രസുകാരൻ അപ്പോഴേ ഹാപ്പി വുമൺസ് കിട്ടും അത് ഓരോരുത്തർ
N,NH_ML_001_N_M_001_062,പലർക്കും ബീച്ചിന് ഭാഗത്തേക്ക് പോകുന്ന ഇഷ്ടല്ല അവർക്ക് മറ്റു കാടുകളിൽ പൊന്നാനിക്ക് ഇഷ്ടം സൺസെറ്റ് കാണുമായിരിക്കാം സൺറൈസ് കാണുന്നത് ആയിരിക്കാം അല്ലെങ്കിൽ ആവില തോട്ടങ്ങളിൽ പരിഹരിക്കാൻ കാപ്പി തോട്ടത്തിൽ ഏലത്തോട്ടത്തിൽ ഓഹ് പിന്നെ ചായ തോട്ടത്തിൽ കത്തിനിൽക്കുമ്പോൾ നല്ലൊരു സുഖം തോന്നുന്നുണ്ടെങ്കിൽ
N,NH_ML_001_N_M_001_063,നെയ്ച്ചോറും ആയിട്ട് കണക്ട് ആകുമ്പോ നമുക്ക് സുഹൃത്ത് കിട്ടുന്നതാണ് അത് ഏതാണ് നഗരത്തിലാണ് എൻജോയ് മെൻറ് കണ്ടെത്താൻ പറ്റുന്ന ഓരോരുത്തർ മനസ്സിലാക്കുക
N,NH_ML_001_N_M_001_064,അങ്ങനെ നീ എപ്പോഴും ഹാപ്പി ഓണം സ്കൂൾ
N,NH_ML_001_N_M_001_065,അവർക്കും വാദകൻ അല്ലെങ്കിൽ നല്ലൊരു ശതമാനം ആളുകൾക്കും ഗുണം ചെയ്യുന്ന അല്ലെങ്കിൽ റിലീസിങ് കാരണമാകുന്ന ഒരു കഥ
N,NH_ML_001_N_M_001_066,മ്യൂസിക്കുകൾ കാമ്രി മ്യൂസിക് സെൻസുള്ള ആളുകൾക്ക് നന്നായിട്ട് മനസ്സിലാകും
N,NH_ML_001_N_M_001_067,ഇതെല്ലാം ടെൻഷൻ ഉണ്ടെങ്കിലും ആ സമയത്ത് നല്ല പാട്ട് കേട്ട് ഞാൻ യാത്രയിൽ ആണെങ്കിലും പ്രതികരിക്കുമ്പോഴാണ് ഗ്രൂപ്പിൽ ആണെങ്കിലും ഫോർട്ട് ദുഃഖത്തിൽ ഒരു പ്ലേറ്റ് ഉണ്ടാക്കിയ തെറ്റുകൾക്ക്
N,NH_ML_001_N_M_001_068,നമുക്ക് ഇഷ്ടമുള്ള ഓ പിന്നെ മെലഡീസ് കണ്ടുകൊണ്ടിരിക്കുമ്പോൾ നല്ലൊരു കോൺഗ്രസ് കിട്ടുന്നത് സന്തോഷം കിട്ടുന്നത് ഹാപ്പി ഹോർമോൺ പ്രൊഡക്ഷൻ ഉണ്ടാകും നമ്മൾ എപ്പോഴും
N,NH_ML_001_N_M_001_069,ബോസ് കാര്യങ്ങൾ പറയാനുണ്ട് മീൻസ് ഹാപ്പി ഹോർമോൺ പ്രൊഡ്യൂസ് ചെയ്യപ്പെടുക അങ്ങനെ പ്രവേശിക നല്ല സന്തോഷം ഉണ്ടാകും
N,NH_ML_001_N_M_001_070,തിരിച്ചും ഉണ്ട് ട്ടോ നമ്മൾ നല്ല സന്തോഷം കണ്ടെത്തുന്ന കാര്യങ്ങൾ ചെയ്താൽ അപ്പോഴും ഹാപ്പി ഓണം ഉണ്ടാവുക
N,NH_ML_001_N_M_001_071,അതോടെ നിങ്ങൾക്കൊരു പാഷനും നിങ്ങൾക്ക് ഹാപ്പിനസ് കിട്ടുന്ന തുമായ കാര്യങ്ങൾ ഓരോരുത്തർ പോലെ കഴിക്കാം ചിലർക്കൊക്കെ
N,NH_ML_001_N_M_001_072,ഉള്ള കാര്യങ്ങൾ എന്തെങ്കിലും ചെറിയ ബോള് തട്ടി കളിക്കുന്നതോ പ്രസിദ്ധീകരിക്കും അങ്ങനെ എന്തെങ്കിലും മറ്റൊരു കണ്ടുകഴിഞ്ഞാൽ അയ്യോ എന്നു തോന്നുന്ന എന്തെങ്കിലും
N,NH_ML_001_N_M_001_073,നമ്മൾക്ക് ചെയ്യുമ്പോൾ നല്ല സുഖം തോന്നുന്നുണ്ടെങ്കിൽ ഹാപ്പിനസ് കണ്ടിരുന്നുവെങ്കിൽ അതൊക്കെ ചെയ്യാനുള്ളതാണ്
N,NH_ML_001_N_M_001_074,അങ്ങനെ ഹാപ്പിനസ് കണ്ടെത്തുന്ന ഏതൊക്കെയാണ് നിങ്ങൾ അറിയും ആകാൻ
N,NH_ML_001_N_M_001_075,പുറത്തുപോയാൽ സന്തോഷം എങ്കിൽ ആളുകളെ കണ്ടാൽ ആണ് സംഭവം എങ്കിൽ നടക്കാൻ പോയാലോ സന്തോഷം എങ്കിലും വെറുതെ വായിനോക്കി എന്താണ് സംഭവിക്കുക എവിടെയാണോ നിങ്ങൾ കാത്തുനിൽക്കുന്നത് ആ കാര്യം ചെയ്യുമ്പോൾ നിങ്ങൾ ഹാപ്പി ഓണം
N,NH_ML_001_N_M_001_076,ഫൈന്ത് യുവർ ഒൺ പാഷൻ ആൻഡ് എഞ്ജോയ്മൻ്റ്
N,NH_ML_001_N_M_001_077,അവർ വളരെ പ്രധാനപ്പെട്ട ഒരു കാര്യമാണ് നമ്മുടെ ചിന്താഗതികളിൽ ഉണ്ടാക്കേണ്ട മാറ്റം പറയുന്നത് നമ്മൾ എപ്പോഴും ഗ്രാറ്റിവിറ്റി
N,NH_ML_001_N_M_001_078,വീടുകൾ നമ്മൾ ആവർത്തിച്ച് പറഞ്ഞതാണ് നമ്മുടെ ചിന്ത ഒരു നെഗറ്റീവ് സൈഡിലേക്ക് കേട്ട് എനിക്ക് അറിയില്ലല്ലോ ഈ കാർ ഇല്ലല്ലോ എനിക്ക് ബൈക്ക് ഇല്ലല്ലോ എന്ത് ലാപ്ടോപ്പിലോ എനിക്ക് ആരോഗ്യം ഇല്ലല്ലോ എനിക്ക് സൗന്ദര്യം ഇല്ലല്ലോ എനിക്ക് പണം ഇല്ലല്ലോ എനിക്ക് നല്ല ഭാര്യ ഇല്ലല്ലോ നല്ല ഭർത്താവ് ഇല്ലല്ലോ കാമുകിയിൽ ഇങ്ങനെ ഇല്ലല്ലോ ഇല്ലല്ലോ ഇല്ലല്ലോ എന്നു പറയുന്നതിനു പകരം മറ്റൊരു
N,NH_ML_001_N_M_001_079,നമുക്ക് ചിന്തിക്കുകയാണെങ്കിൽ നമുക്ക് സംസാരിക്കാൻ പറ്റുന്നത് കാണാൻ പറ്റും നടക്കാൻ പറ്റുന്ന ആരോഗ്യമുണ്ട് ബുദ്ധിയുണ്ട് ഇതൊന്നുമില്ലാത്ത പതിനായിരക്കണക്കിനു ലക്ഷക്കണക്കിനാളുകൾ ചുറ്റുമുണ്ട് നമ്മൾ
N,NH_ML_001_N_M_001_080,കായം ഉണ്ടായിട്ടും നല്ല ബുദ്ധി ഇല്ലാത്ത അത് ബുദ്ധി ശേഷിയില്ലാത്ത ആളുകളെ എംആർ ആയിട്ട് ആളുകളുണ്ട് ആരോഗ്യം ഒട്ടും ഇല്ലാത്ത ആളുകൾ മിക്സഡ് ജനിച്ചതുമുതൽ കിടപ്പിലായ ആളുകളുടെ 10 വയസ്സ് 15 വയസ്സുള്ള സ്ഥിരമായിട്ട് കളി ആളുകളുടെ ചുരുക്കിപ്പറഞ്ഞാൽ എന്ന്
N,NH_ML_001_N_M_001_081,കുടം അങ്ങനെ ഒന്നും ആയിട്ടില്ലല്ലോ ഈ അവസ്ഥയിൽ ഉണ്ടല്ലോ എന്ന് ഗ്രാവിറ്റിയുടെ പ്രാക്ടീസ് ചെയ്തു കഴിഞ്ഞാൽ എല്ലാ ടെൻഷനും പമ്പ് കിടക്കുന്നവരെ അതുകൊണ്ട് നന്നായിട്ടുണ്ട് ഗ്രാറ്റുവിറ്റി പല വീടുകളും വച്ചിട്ടുണ്ട് അത് മനസ്സിലാക്കി പ്രാർത്ഥിക്കാം
N,NH_ML_001_N_M_001_082,ഒപ്പം ഉണ്ടാക്കാൻ കുറേ കാര്യങ്ങൾ ഉണ്ട് അതിലെ പിന്നെ പറഞ്ഞാൽ തീരാത്തത്ര
N,NH_ML_001_N_M_001_083,വളരെ പ്രധാനപ്പെട്ട മറ്റൊരു കാര്യം നമ്മൾ പലപ്പോഴും ഈ വീട്ടിൽ തന്നെ ചടഞ്ഞു കൂടി ഇരുന്നിട്ട് ആകെ കൂടുതൽ മൂഡോഫ് എന്നു പറയുന്ന സമയത്ത് നമ്മൾ ഒന്നു കുളിച്ചാൽ നല്ലൊരു ഉപദേശം ലെ കുളിക്കുന്നത് പോലും കാരണമാകുന്നതാണ്
N,NH_ML_001_N_M_001_084,ആ കുളിയിൽ തന്നെ നല്ല കോള് ഷവർ ആണെങ്കിൽ ശരിക്ക് ഒരു 15 ഡിഗ്രിയിൽ താഴെ വരുന്ന തണുത്തവെള്ളം അധീനതയിൽ വിളിക്കാനും കരിയ്ക്കകം
N,NH_ML_001_N_M_001_085,പക്ഷേ ഫസ്റ്റ് ഒരു കപ്പു ഒഴിച്ച് കഴിഞ്ഞാൽ അല്ലെങ്കിൽ അവൾ ആദ്യത്തെ തുടങ്ങി പിന്നെ ആയിരുന്നു വരാൻ നോക്ക് മഴയും റേസ്
N,NH_ML_001_N_M_001_086,സോ കോൾഡ് ഷവർ കൊണ്ടും ഹാപ്പിനസ് കിട്ടും
N,NH_ML_001_N_M_002_001,ഇങ്ങനെ ജീവിച്ചാൽ പോര
N,NH_ML_001_N_M_002_003,ഇനിയുള്ള ജീവിതം ഞാൻ മാറ്റാം പൂവാണ് ഇങ്ങനെയല്ലേ ഇനി എൻറെ ജീവിതം ആകാൻ പോകുന്നത്
N,NH_ML_001_N_M_002_004,പറയുന്ന ഒരു കഥയുണ്ട് മമ്മൂക്കയുടെ ജീവിതത്തിൽ ഒരു കാലഘട്ടമുണ്ടായിരുന്നു അദ്ദേഹം ഒരുപാട് സിഗരറ്റ് വലിച്ചിരുന്ന അദ്ദേഹം ഒരുപാട് ലഹരി ഉപയോഗിച്ചിരുന്ന ഒരു
N,NH_ML_001_N_M_002_005,അങ്ങനെ അദ്ദേഹത്തിൻറെ ശരീരം വളരെ വീക്ക് ആയി അദ്ദേഹത്തിൻറെ കുടുംബത്തോടൊപ്പം അദ്ദേഹം ഒരു ഡോക്ടറുടെ അടുത്തേക്ക് പോയി
N,NH_ML_001_N_M_002_006,അന്നദ്ദേഹത്തിന് ശരീരഭാരം എന്നുപറയുന്നത് 39 കിലോ മാത്രമാണ്
N,NH_ML_001_N_M_002_007,ഭീകരമായ ശരീരത്തിന് വേണ്ടതിലും ഒരുപാട് താഴെയാണ് അദ്ദേഹത്തോട് ഡോക്ടർ ചോദിക്കുന്നുണ്ട് സഹായിക്കാം ഞാൻ താങ്കളെ ഹെൽപ് ചെയ്യാം പക്ഷേ അതിനു പകരമായി ഞാൻ പറയുന്ന ഒരു കാര്യം താങ്കൾ എനിക്ക് വേണ്ടി
N,NH_ML_001_N_M_002_008,ഡോക്ടർ പറഞ്ഞു പതുക്കെപ്പതുക്കെ തൻറെ സിഗരറ്റ് വലിക്കുന്ന കുറച്ചു കുറച്ചു കൊണ്ടുവരണം നമുക്ക് അത് പതുക്കെ നിർത്തണം പറഞ്ഞു എന്തിനാ പോകുന്നത് നാളെ തൊട്ടു നടത്താമല്ലോ
N,NH_ML_001_N_M_002_009,നമുക്ക് പിന്നീട് പറയുന്നുണ്ട് ആ ദിവസം മെയ് 30 2004 അതിനുശേഷം അദ്ദേഹം ഒരു സിഗരറ്റ് പോലും വലിച്ചില്ല എന്ന്
N,NH_ML_001_N_M_002_011,നമ്മളെല്ലാം പലപ്പോഴും തീരുമാനങ്ങൾ എടുക്കും അതിനു പിന്നെ താഴെ പോകും പരിശ്രമിക്കും പിന്നെ അതിനു പതുക്കെ വഴിമാറി പോകും ഇതാണ് നമ്മുടെ
N,NH_ML_001_N_M_002_012,മൊത്തത്തിൽ പിന്നെ പിന്നെയും ആവർത്തിച്ചുകൊണ്ടിരിക്കുന്ന കഥ പക്ഷേ ഒരു തീരുമാനം എടുത്ത് അതിൽ ഉറച്ചു നിന്ന് ഐ വിൽ ഡു ഇറ്റ് എന്നു പറയുന്നവരുടെ ജീവിതം കുറച്ച് വിദ്യാഭ്യാസമാണ്
N,NH_ML_001_N_M_002_013,വലതുഭാഗം നമ്മുടെ ഒരു ദുശീലം നിർത്താനോ അല്ലെങ്കിൽ ഒരു പുതിയ ശീലം തുടങ്ങാൻ എന്തിനും ആകാം ഒരു തീരുമാനം
N,NH_ML_001_N_M_002_014,സെക്സി എല്ലാത്തിലും ഒരു കാര്യമാണ് ധൈര്യം തകർച്ച ഐഎസ് പറയാനോ പറയാനുള്ളൂ ഒരു
N,NH_ML_001_N_M_002_015,നമ്മൾ എപ്പോഴും എല്ലാം കൂടി ഒറ്റയടിക്ക് മാറ്റാൻ ശ്രമിക്കുക ഇനിയും ജീവിതം മാറാൻ പോവാ ഇനി എല്ലാം ഞാൻ നിർത്താൻ പോവാണ് നമുക്ക് മനസ്സിലാവാത്ത ഒരു കാര്യം നടന്നില്ല
N,NH_ML_001_N_M_002_016,നമ്മൾ ഒരു വലിയ മല മുഴുവനായിട്ട് നോക്കുന്നത് പക്ഷെ മല കയറാൻ പറ്റില്ല
N,NH_ML_001_N_M_002_017,നമുക്കൊരു കാര്യം ചെയ്യണമെങ്കിൽ അത് മാറ്റണമെങ്കിൽ ജസ്റ്റ് ഡോ ഇത് ടോഡേ
N,NH_ML_001_N_M_002_018,സിനിമയുടെ അവസാനം ഒരു രംഗമുണ്ട് ഒരു പട്ടാളക്കാരൻ അദ്ദേഹം ഒരിക്കലും കൈകൊണ്ട് തോക്ക് എടുക്കില്ല എന്ന് ഉറപ്പിച്ച മനുഷ്യൻ അവരുടെ മെഡിക്കൽ സോൾഡയർ ആയിട്ടാണ് കൊണ്ടുപോകുന്നത്
N,NH_ML_001_N_M_002_019,രക്ഷാകഥയുടെ അവസാനം അദ്ദേഹം പറയുന്നുണ്ട് ഒരിക്കൽ പോലും തോക്ക് എടുക്കാത്ത ആ മനുഷ്യനാണ് ഞങ്ങളുടെ യുദ്ധം ചെയ്യിപ്പിച്ചത്
N,NH_ML_001_N_M_002_020,പറയുന്ന ആ പട്ടാളക്കാരന്റെ കഥ ഇങ്ങനെയാണ് എല്ലാവരും തകർന്ന് മുറിവേറ്റുകിടക്കുന്ന പോരാട്ട ഭൂമിയിൽ അദ്ദേഹം ഒറ്റയ്ക്ക് ഓരോരുത്തരെയായി ഓരോരുത്തരെയും രക്ഷിച്ചു
N,NH_ML_001_N_M_002_021,അദ്ദേഹത്തെ എടുത്ത് തിരിച്ച് ക്യാമ്പിലേക്ക് നടന്നു കഴിയുമ്പോൾ അദ്ദേഹം അയാളോട് തന്നെ പറയും വൺ മോർ
N,NH_ML_001_N_M_002_022,ഒരാളെ കൂടി എന്നിട്ട് ജീവൻറെ ഏറ്റവും അടിത്തട്ടിലുള്ള എനർജി
N,NH_ML_001_N_M_002_023,അടുത്ത പട്ടാളക്കാരനെ നോക്കാൻ ഇതുതന്നെ അദ്ദേഹം ആവർത്തിച്ച് ആവർത്തിച്ച് അദ്ദേഹം ആ യുദ്ധത്തിലെ ഏറ്റവും വലിയ പോരാളിയായി മാറുകയാണ്
N,NH_ML_001_N_M_002_024,വൺ മോർ എന്ന് പറയാൻ തുടങ്ങുന്നു അന്ന് ജീവിതവും മാറും
N,NH_ML_001_N_M_002_025,ഇന്ന് ഞാൻ തുടങ്ങുകയാണ് ഇതാണ് അവസാനത്തെ സിഗരറ്റ്. ഇതാണ് അവസാനത്തെ ലേസി ഡേ തോന്നുണ്ടോ നമ്മൾ ഒരു
N,NH_ML_001_N_M_002_026,ഇഫ് യു അറെ നോട് ഗോയിംഗ് ടോ ഡോ ടോടയ് എങ്ങനെ പറയാൻ ആകും നാളെ ചെയ്യും എന്ന്
N,NH_ML_001_N_M_002_027,ഇത് നോട്ട് ടോഡെ തെൻ നോട്ട് ടോമോഫോ ജീവിതത്തിൽ ഒന്നും സംഭവിക്കാൻ പോകുന്നില്ല
N,NH_ML_001_N_M_002_028,പറയുന്നത് ചെറിയ ചെറിയ ബോട്ടുകളുടെ ചെറിയ ചെറിയ വിജയങ്ങളുടെ ഒരു കൂട്ടമാണ്
N,NH_ML_001_N_M_002_029,ചെയ്യേണ്ടത് വി അർ വാട്ട് വി റിപിയടെ ഡോ
N,NH_ML_001_N_M_002_030,പുതിയ വർഷം നമ്മുടെ മുന്നിലേക്ക് വരാൻ പോവുകയാണ് പുതിയ റെസല്യൂഷനാണോ വീടും വീണ്ടും അവിടെ എത്തുന്നത് വരെ ചെയ്യുക
N,NH_ML_001_N_M_002_031,ഒരു ദിവസവും നമ്മൾ തീരുമാനങ്ങൾ എടുത്തു കൊണ്ടിരിക്കണം ജീവിതത്തിൽ വിജയിച്ചവരുടെ ജീവിതത്തിൽ ഒന്നും വെറുതെ വന്നിട്ടില്ല അല്ലെങ്കിൽ ആക്സിഡൻറ് ആയിട്ട് ഒന്നും കിട്ടിയിട്ടില്ല
N,NH_ML_001_N_M_002_032,നല്ലവണ്ണം കഷ്ടപ്പെട്ടിട്ട് തന്നെയാണ് ഈ ലോകത്തിൽ ആരെങ്കിലുമൊക്കെ എന്തെങ്കിലും നേടിയെടുത്തിട്ടുള്ളൂ
N,NH_ML_001_N_M_002_033,നമ്മൾ പരിശ്രമിച്ചിട്ട് നമ്മൾ ചിലപ്പോൾ കഥയാണ് നോക്കാം ജയികം തോൾകം ചോദ്യം ഹോ ഡിദ് വി സ്കോർഡ്
N,NH_ML_001_N_M_002_034,ഇങ്ങനെ ജയിക്കും എന്നുള്ളതാണ് ചോദ്യം. അതിൽ മാത്രം നമ്മൾ കോമ്പ്രമൈസ് ചെയ്യരുത് നമ്മുടെ പരിശ്രമത്തിൽ ചെയ്യരുത് ഇത് നമ്മൾ ഇന്ന് തീരുമാനിച്ച
N,NH_ML_001_N_M_002_035,നാളെ മുതൽ ഒരു പുതിയ കഥയുടെ തുടക്കമാണ് നമ്മൾ ആയിരിക്കില്ല നാളെ ഒരു പുതിയ നമ്മളെ ക്രിയേറ്റ് ചെയ്യാൻ തുടങ്ങും
N,NH_ML_001_N_M_002_036,പുതിയ ഇമ്പ്രൂവ്ഡ് ഇങ്ങനെയാവണം എനിക്ക് ഒരു ദിവസം ഇങ്ങനെ ജീവിക്കണം എന്ന് പറഞ്ഞിട്ടുള്ള ആ മനുഷ്യനായിട്ട്
N,NH_ML_001_N_M_002_037,ഇന്ന് തുടങ്ങണം ഒരു പ്രാവിശ്യം ഒരു സ്റ്റെപ് ചെറിയ പരിശ്രമം ചെറിയ വിജയം
N,NH_ML_001_N_M_003_001,നിങ്ങൾ ആരാണെന്നോ എങ്ങനെയാണോ എവിടുന്നാണ് എന്നൊന്നും എനിക്കറിയില്ല പക്ഷേ ഇവിടെ വന്നിട്ടുണ്ടെങ്കിൽ എനിക്ക് മനസ്സിലാവും നിങ്ങളുടെ മാനസിക അവസ്ഥ നിങ്ങൾക്ക് ഫീൽ ചെയ്യുന്നുണ്ട് നിങ്ങൾ പറയുന്ന കാര്യം ആരും അംഗീകരിക്കുന്നില്ല ആരും മനസ്സിലാക്കുന്നില്ല അടുത്ത നിമിഷത്തിൽ എന്താണ് ചെയ്യേണ്ടത് എന്ന് അറിയാതെ എല്ലാം കൈവിട്ടു പോയ അവസ്ഥയിൽ വട്ടപൂജ്യം നിൽക്കുന്ന പോലെയാണ് നിങ്ങൾ
N,NH_ML_001_N_M_003_002,ഒരുപക്ഷേ നിങ്ങൾ പ്രയാസപ്പെടുന്നത് കാരണമാണ് അല്ലെങ്കിൽ എന്തെങ്കിലും ഒരു പ്രശ്നത്തിന്റെ പേരിൽ ഒരുപാട് പേർ നമ്മെ വേദനിപ്പിച്ച ശരിയാണ് ഇതെല്ലാം നമ്മൾ ഒറ്റക്ക് തന്നെ സഹിക്കണം നേരിടണം
N,NH_ML_001_N_M_003_003,ആരും ആക്സിഡൻറ് ജീവിതം എടുക്കാറില്ല പക്ഷേ ഇത് നിങ്ങളുടെ മനസ്സ് കത്തിക്കുന്ന തന്നെ ഉണ്ടാക്കുന്നു
N,NH_ML_001_N_M_003_004,സിറ്റുവേഷൻ പെട്ടിരിക്കുന്ന സമയത്ത് ഈ കരഞ്ഞു കൊണ്ടിരിക്കുന്ന സമയത്ത് എപ്പോഴും ചിന്തിച്ചിട്ടുണ്ടോ എപ്പോഴെങ്കിലും എന്തുകൊണ്ടാണ് ജീവിതത്തിൽ ഇതുപോലുള്ള പ്രശ്നങ്ങൾ കടന്നുവരുന്നത്
N,NH_ML_001_N_M_003_005,നിങ്ങള് ഉണർത്താനായിരുന്നു ഒരുതവണകൂടി ഓർമ്മപ്പെടുത്താൻ ഇതുവരെ നിങ്ങൾ ഒരു വെള്ളത്തിലൂടെ ഒഴുകുന്ന തടിയെ പോലെ ആയിരുന്നു നിങ്ങളെ കുറിച്ച് നിങ്ങളുടെ വാല്യൂവിനെ കുറിച്ചോ നിങ്ങളുടെ ബാഗ്രൗണ്ടിനെ കുറിച്ച് നിങ്ങളുടെ സ്വപ്നങ്ങൾ കുറിച്ചോ നിങ്ങൾക്ക് ഉത്തമമായ ഒരു ധാരണ പോലും ഇല്ലായിരുന്നു
