Class Label Short,File Name,Transcript
N,NH_TA_002_N_M_014_026,அனுபவம் சிலருக்கு மகிழ்ச்சியை தருகிறது சிலருக்கு வலிகளை தருகிறது மகிழ்ச்சியான அனுபவத்தை மனதில் வைகள் நிறைந்த அனுபவத்தை நீ உன் வாழ்வில் முன்னேறும் ஏணிப்படிகளாக வை
N,NH_TA_002_N_M_014_027,இங்கு வாழத் தெரியாதவர்கள் என்று யாரும் இல்லை இதுதான் வாய்ப்பு என்று தெரியாமல் நழுவ விடுபவர்கள் தான் அதிகம் வாய்ப்புகளை நழுவ விடாமல் சரியாக பயன்படுத்துங்கள்
N,NH_TA_002_N_M_014_028,பணம் இல்லாதவன் ஏழை இல்லை எவனிடம் எதிர்காலம் பற்றிய கனவுகளும் குறிக்கோளும் இல்லையோ அவனே பரம ஏழை
N,NH_TA_002_N_M_014_029,இல்லை என்று வாழவும் கூடாது இருக்கிறது என்று ஆடவும் கூடாது அத்தனையும் மாற ஒரு நொடி போதுமானது என்பதை நினைவில் வையுங்கள்
N,NH_TA_002_N_M_014_030,உனக்குள் எப்போதும் ஒரு தேடல் இருந்து கொண்டே இருக்கட்டும் தேடல்தான் உன்னை ஒரே இடத்தில் தேங்கி நிற்க விடாமல் முன்னேற்றத்தை நோக்கி நகர்த்திக் கொண்டே இருக்கும்
N,NH_TA_002_N_M_014_031,நீ யார் எப்படிப்பட்டவன் என்பதை தீர்மானிக்கிறது சிந்தித்து செயல்படு உன் சிந்தனைகளும் செயல்களும் உன் இலக்கை நோக்கியதாகவே இருக்கட்டும்
N,NH_TA_002_N_M_014_032,வாழ்க்கையில் ஒன்றை சரி செய்ய முடியாத நேரத்தையும் எதையும் சகித்துக் கொள்ள முடியாத சூழ்நிலையிலும் நமக்கு நாமே பொய்யாக சொல்லும் ஆறுதல் வார்த்தைதான் இதுவும் கடந்து போகும்
N,NH_TA_002_N_M_014_033,எந்த அளவு உயரத்திற்கு செல்ல வேண்டும் என்று நினைக்கிறாயோ அந்த அளவுக்கு கடுமையான சோதனைகளையும் எதிர்கொள்ள உன்னை நீயே தயார் செய்து கொள் உன் வெற்றியை தடுக்க யாராலும் முடியாது
N,NH_TA_002_N_M_014_034,"மாற்றத்தை மற்றவர்களிடம் எதிர்பார்த்து தேடி அலைந்து கொண்டிருக்காதே, முதலில் மாற்றத்தை உனக்குள் கொண்டு வர முயற்சி செய் உன்னை பார்த்து மற்றவர்கள் மாறட்டும்"
N,NH_TA_002_N_M_014_035,உலகுக்கு ஏற்றவாறு உன் செயல்களை மாற்றலாமே தவிர ஒருபோதும் உன் இலக்குகளை மாற்றிக் கொண்டே இருக்காதே. அதுவே உன் தோல்விக்கான ஆரம்பமாக இருக்கும் எடுக்கும் முடிவுகளை தெளிவாக இரு
N,NH_TA_003_N_F_002_001,உனக்கு யாரை ரொம்ப பிடிக்கும் எனக்கு எங்க அப்பா தான் மிஸ் ரொம்ப
N,NH_TA_003_N_F_002_002,எனக்கு எது நல்லதுன்னு என்னை விட என் அப்பாவுக்கு தான்
N,NH_TA_003_N_F_004_001,நீயே அவளை அம்மான்னு கூப்பிடாம ஜோனு கூப்பிடுறேன் மேடம் இன்னும் குட்டி குட்டி பாப்பாவா இருக்கும்போது ஸ்கூல்ல வந்து உன் பெஸ்ட் பிரண்டு யாருன்னு கேட்டு இருக்காங்க மேடம் உடனே எங்க அம்மா தான் என் பெஸ்ட் பிரண்டு சொல்லிட்டாங்க அப்ப பெஸ்ட் பிரண்டு பெயர் சொல்லி கூப்பிடுவேன் எப்படி கூப்பிடுவேன் கேட்டிருக்காங்க
N,NH_TA_003_N_F_007_001,உலக மகளிர் தின வாழ்த்துக்கள் முதலில் தெரிவித்துக் கொள்ளலாம் இன்றைக்கு மார்ச் 8 உலக மகளிர் தினம் உலகத்தில் சரிபாதியாக இருக்கின்ற பெண்களும் ஆண்களும் ஆக இணைந்து வாழ வேண்டிய ஒரு முக்கியமான நாள் என்பதை உலகுக்கு உரக்கச் சொல்லுகின்ற நாள் இது
N,NH_TA_003_N_F_007_002,பெண்களும் வல்லமை வாய்ந்தவர்கள் பெண்களும் அறிவு மிக்கவர்கள் பெண்களும் ஞானம் மிக்கவர்கள் பெண்களும் தலைமைப் பண்பு மிக்கவர்கள் பெண்களும் சிந்தனை மிக்கவர்கள் என்கின்ற அந்த நல் உணர்வுகளால் நம்மை நிரப்பிக் கொள்ள வேண்டிய நாள் இது
N,NH_TA_003_N_F_007_003,வீரமங்கை வேலுநாச்சியார் எப்படிப்பட்ட வல்லமையான பெண் நம்முடைய சிவகங்கை மாவட்டத்தில் தன்னுடைய ஆளுமையால் இன்னமும் சரித்திரத்தில் பெயர் பெற்றிருக்கின்ற ஒரு வீர மங்கை யார் என்றால் நம்முடைய வேலு நாச்சியார் என்பதை உலகம் சொல்கிறது
N,NH_TA_003_N_F_007_004,வீரமங்கை வேலுநாச்சியார் வளரும்போதே வல்லமை மிக்க பெண்ணாக வளர்ந்திருக்கிறார் அவருடைய பெற்றோர்கள் அவருக்கு எத்தனை மொழிகளை சொல்லிக் கொடுத்திருக்கிறார்கள் தெரியுமா தமிழ் தெலுங்கு மலையாளம் கன்னடம் உருது சமஸ்கிருதம் ஆங்கிலம் என்று அத்தனை மொழிகள் தெரிந்த ஒரு பெண்மணியாக அவர் வளர்ந்திருக்கிறார்
N,NH_TA_003_N_F_007_005,ஆங்கிலேயர்களுக்கு எதிராகப் போரிட்ட ஒரு வல்லமை வாய்ந்த அதற்குப் பின்பு தன்னுடைய கணவனை கொன்ற ஆங்கிலேயர்களை அழித்து ஒழித்து தன்னுடைய சபதத்தை வேலுநாச்சியார் நிறைவேற்றி காட்டி மிகவும் சுபிட்சமாக சிவகங்கை சமஸ்தானத்தை வழிநடத்தி அதற்கு பின்பு அங்குள்ள மக்கள் சந்தோஷமாக வாழ்ந்த
N,NH_TA_003_N_F_008_001,ஜாலியா படிங்க அப்பதான் சக்சஸ் பண்ண முடியும் ஏன்னு கேட்டா எதெல்லாம் நம்ம ஜாலியா செய்கிறோமோ அது எல்லாமே நமக்கு நல்லா வரும் இது நீங்க படிச்சீங்களா ஜாலியா இருக்கும் உண்மையிலேயே என்ஜாய் பண்ணி படிங்க அதான் சக்சஸ் கி
N,NH_TA_003_N_F_008_002,நியூஸ் பேப்பர் படிக்கிறது என்னன்னு கேட்டா நாட் ஃபார் தி எக்ஸாம் நீங்க ஒரு ஹியூமன் ஒரு சொசைட்டியில் ஒரு அறிவுள்ள உயிர் அப்படின்னா என்ன பண்ணனும் நாய் நியூஸ் பேப்பர் படிக்குமா மாடு படிக்காது நமக்கு தான் நம்மள சுற்றி என்ன நடக்குது என்கிறது தெரிய
N,NH_TA_003_N_F_009_001,இந்த உலகத்துல ரொம்ப மதிப்பான உன்னை நான் அது உன் கோள் உன் கோள் என்ன உன் வேல்யூ என்ன உன் ட்ரீம் என்னன்னு தெரிஞ்சுருச்சு கேட்டேன் அப்படி இல்லன்னா நீ உயிரோட இருந்தும் பென
N,NH_TA_003_N_F_009_002,வாழ்க்கையில் நீ பயப்பட வேண்டியது கடவுளை பார்த்தோம் காலேஜ்ல ப்ரொபசர் பார்த்தோம் இல்ல இந்த சமூகத்தை பார்த்தோம் இல்ல உனக்குள்ளே இருக்கிற ஹீரோ இந்த உலகத்துக்கு தெரியாம போயிடுமோன்னு தான் நீ பயப்படனும் உன்னை யாருன்னு உலகத்துக்கு நிரூபிக்க வாழ்க்கை ஒரு அற்புதமான ஆப்ஷன்
N,NH_TA_003_N_F_012_001,சில பேர் வந்து பாராட்டுவாங்க சில பேர் கொஞ்சம் குறை சொல்லுவாங்க பட் அந்த குறை சொல்ற டைம்ல நம்ம வந்து இன்னும் நல்லா ஹார்ட் ஒர்க் பண்ணி இன்னும் டெடிகேட்டட் ஆக இருந்து சின்சியரா ட்ரூ வா நம்ம வேலையை செஞ்சா ஐ திங்க் மோ
N,NH_TA_003_N_F_019_001,நம் சுயமரியாதை என்பது என்ன நம்முடைய ஜெண்டர்
N,NH_TA_003_N_F_020_001,ஆளுக்கு ஒரு பக்கம் இழுக்கும் போது மருந்துக்கு தான் செய்யணும் சில பேர் மறந்து போச்சுன்னா தூக்கி போட்டுருவாங்க ஆனா சில பேர் முடிச்சு போட்டு திரும்ப யூஸ் பண்ணுவாங்க
N,NH_TA_003_N_F_021_001,அவ சொன்ன வார்த்தை என்ன தெரியுமா நான் களத்தை விட்டு வெளியேறவே இல்லை அந்த குழந்தை அந்த சொல் தான் இந்த இந்தியாவிற்கு இன்னும் ஒரு பதக்கத்தை பெற்றுத் தந்த
N,NH_TA_003_N_F_023_001,அது எனக்கு கடவுள் நமக்கு எப்பவுமே இருந்திருக்கும் எனக்கு யாருமே இல்லாத டைம்ல வந்து எனக்கு கடவுள் மட்டும் தான் இருந்தாரு கடவுள் மட்டும் தான் எனக்கு அந்த சப்போர்ட் கொடுத்தாரு யாருமே எனக்கு வந்து பரவால்ல உன் வாழ்க்கை வந்து கரெக்டா தான் இருக்கும் நல்லா இருக்கும்னு ஒரு வார்த்தை சொன்னது கிடையாது அப்ப இந்த கடவுள் மட்டும் தான் இருந்தார் அதனால் அந்த கடவுள் நம்பிக்கை ரொம்ப அதிகமா
N,NH_TA_003_N_F_024_001,இன்னைக்கு வந்து சில பேருக்கு உங்களை பிடிக்கும் நாளைக்கு சில பேருக்கு உங்களுக்கு பிடிக்காது மத்தவங்க நம்மள பத்தி எப்படி யோசிக்கிறாங்க நம்மளுக்கு எப்படி பார்க்கிறார்கள் என்று வந்து நம்ம யோசிச்சுட்டே இருந்தோம்னா நம்மளால வந்து ஒரு வாழ்க்கை வந்து கரெக்டா வாழ முடியாது அண்ட் அப்படி இருக்கும் கூடாதுன்னு நினைக்கிற
N,NH_TA_003_N_F_025_001,ஒருத்தவங்கள வந்து உங்களுக்கு பிடித்தது அப்படின்னா அவங்கள பத்தி ஒரு ரெண்டு வார்த்தை நல்லதா எழுதுங்க இல்லை ஏதாவது பேசுங்க புடிக்கல அப்படின்னா விட்ருங்க எதுக்கு நம்ம அவங்கள பத்தி தப்பா பேசி அவங்களோட அவங்களோட ஒரு நாள் அவங்களோட மனசு வந்து எதுக்கு நம்ம வந்து ஹர்ட் பண்ணனும்
N,NH_TA_003_N_F_025_002,அன்பாய் இருங்க அன்பு மட்டுமே கொடுங்க ஏன்னா அது அதுதான் இந்த உலகத்துல ரொம்ப கம்மியான ஒரு விஷயம் ரொம்ப நெகட்டிவா இருக்கிற இந்த உலகத்தில் வந்து நீங்க அந்த பாசிட்டிவ் ஸ்பிரட் பண்ணதும் நீங்க உங்களோட
N,NH_TA_003_N_F_030_001,ஒரு பொண்ணு எனக்கென தெரியுமா ஒரு பொண்ணால என்ன எல்லாம் செய்ய முடியும் உனக்கு தெரியுமா நான் செங்கல் செவத்த கொடுத்து அதை வீடை மாத்தி கொடு நீண்ட அதை வச்சு உனக்கு வயிறார சாப்பாடு கொடுப்பா அந்த காட்டுனா உன் வாழ்க்கையே சந்தோஷமாக ஆக்கும் தன்னோட காமத்தை காட்டினாலும் பெண் ஒரு புனிதமான உறவுக்கு உயிர் கொடுக்கும் ஒரு பொண்ணுக்கு என்ன கொடுக்கிறோமோ அது ரெண்டு மடங்கு திரும்ப
N,NH_TA_003_N_F_036_001,அவர் வந்து மாஸ்க் போட்டு இருந்தாரு அதையும் தாண்டி அவர் கண்ணுல வந்து ஒரு சந்தோஷத்தை பார்த்தேன் அப்படியே அந்த சந்தோஷம் எனக்கும் வந்துருச்சு அது மட்டும் இல்லாம சுத்தி இருந்தவர்களும் அந்த சந்தோஷத்தை அனுபவிக்க இதை கேட்கும் போது உங்களுக்கும் சந்தோஷமா தான் இருக்கு
N,NH_TA_003_N_F_037_001,என் லைஃப்ல வந்து ஒரு பெரிய கிப்ட் அப்படின்னு சொன்னா அதையும் என் அப்பா எல்லாம் வாழ்க்கையில சொல்லவே முடியாது இதையே செய்ய முடியாத ஒரு விஷயம் எல்லா விஷயத்தையும் சாப்பிடுவதாக இருப்பாங்க சோ இப்போ வரைக்கும் ஹெல்ப் பண்ணாம என்ன வந்து தப்பு பண்ணாலும் வந்து ரொம்ப தட்டி கொடுக்கிறார்
N,NH_TA_003_N_F_039_001,இப்போ ஒரு விஷயம் உங்களால பண்ண முடியாதுன்னு ஒரு 10 பேர் சொல்லும் போது நமக்கே ஒன்னு இருக்கும் இல்லங்க என்னால டெபனிஷன் இது பண்ண முடியும் அப்படின்னு இட்ஸ் நாட் ப்ரூஃப் இட் யூ எனிபடி பட் ப்ரூவ் யுவர் செல் தட் யூ கேன் ஆக்சுவலி யூ இன் யுவர் லைஃப் அப்படின்னு
N,NH_TA_003_N_F_039_002,எல்லாருக்குமே ஸ்டேட்டஸ் இருக்கும் எல்லாருக்குமே பிரச்சினை இருக்கும் பட் பொண்ணுங்க அப்படின்னு வரும்போது இன்னும் கொஞ்சம் அதிகமா இருக்கும் அதோட எபெக்ட் வந்து கொஞ்சம் அதிகமா இருக்கும் எப்பவுமே நீங்க வந்து ரொம்ப ஸ்ட்ராங்கா ஒரு விஷயத்தில் நீங்க பிலீவ் பண்ணீங்க வெச்சுக்கோங்க இது என்னால பண்ண முடியும் அப்படின்னு நீங்க ஸ்ட்ராங்கா பிலீவ் பண்ணீங்க ஹோல் ஹார்ட் அட்டா பிலிப் பண்ணுங்க யூடியூப்
N,NH_TA_003_N_F_040_001,எல்லாருக்கும் தெரியும் என்னோட மிகப் பெரிய சப்போர்ட் வந்து அம்மா மட்டும் தான் அந்த ஹேட் அந்த பாசிட்டிவ் எல்லாத்தையும் அவங்க தான் எனக்கு ஸ்டாண்ட் பண்ணாங்க டுகெதர் ஆப்ஸ் தே டாக்ஸ் அதனால் ஐ லவ் யூ
N,NH_TA_003_N_F_044_001,நம்ம வேலையே கரெக்டா நம்ம கன்சிஸ்டன்ட் பண்ணிட்டு இருந்தோம்னா நமக்கு வந்து நிறைய பிளசிங் வந்து கடவுள் கிட்ட இருந்து
N,NH_TA_003_N_F_045_002,தனுஷ் எடுக்கலாமா உட்காருங்கள் பிரண்டா பேர் சொல்லி தானே கூப்பிடுவாங்க ஆனா தயவுசெஞ்சு இந்த வாடி போடின்னு மட்டும் கூப்பிடுறீங்க சரிதான் சாப்பிடுங்க
N,NH_TA_003_N_F_045_004,தப்பு பண்ணாத தான் பயப்படணும் சரியா
N,NH_TA_003_N_F_046_001,என்னுடன் என் தங்கச்சி மேல் அதிக பாசம் வைக்கிறவன் தான் வரணும் இல்ல உன்னை விட நல்லவன்னு சொல்லு ஆனா உன்னை விட என் மேல பாசம் வைக்க முடியும் என்று மட்டும் சொல்லாத என்ன
N,NH_TA_003_N_F_052_001,நாங்க ரெண்டு பேரும் கருவறையில் இருந்து இப்ப வரைக்கும் ஒண்ணா இருக்கும் ஒரு நிமிஷம் பிரிந்தது இல்லை கல்யாணத்துல வேற யாரையாவது பாத்ரூம் அப்படின்னு சொல்லிட்டு பயமா தான் சொல்லுவாங்க இருந்தாலும் ஒரு பய
N,NH_TA_003_N_F_052_002,எப்பவும் ஒன்னா தான் இருப்போம் எல்லாமே ஒண்ணா தான் பண்ணுவேன் எங்க போனாலும் ஒன்னா தான் இருப்போம் உன்ன தான் வரு
N,NH_TA_003_N_F_063_001,உங்களுக்கு என்ன பண்றதுன்னு தெரியலமா நீ ஏதாவது தப்பு செஞ்சியா யாருக்காவது கெடுதல் நினைச்சியா இல்ல அப்புறம் என்னடா உன் மனசுக்கு எது சரின்னு படுதோ அதை தைரியமா செய்
N,NH_TA_003_N_F_063_002,வாழ்ந்த வீடோ நான் வாழ்ற வீடோ அது இல்ல
N,NH_TA_003_N_F_064_001,பெரியப்பா எங்க அண்ணன் எல்லையில் நிக்கிறான் அய்யனார் மாதிரி அய்யனார் கையில இருக்கிற அருவா யாரையும் வெட்ட
N,NH_TA_003_N_F_066_001,இந்த உலகத்திலேயே உனக்கு யாரை ரொம்ப பிடிக்கும்
N,NH_TA_003_N_F_069_003,பயத்துல சாமி கும்பிடாதீங்க நம்பிக்கையில கும்பிடுங்க
N,NH_TA_003_N_F_070_001,இல்ல இத்தனை வருஷமா நான் தானே வேலை பார்க்கிறேன் ரொம்ப டயர்டா இருக்கு உங்களுக்கு ஆச்சும் சண்டை எல்லாம் லீவ் கிடைக்குது எனக்கு அது கூட இல்ல நீயே பாக்குற இல்ல டெய்லி நான் தைலம் தேச்சுட்டு தான் தூங்குறேன் ஒரு நாளாச்சு அந்த தைல வாசனை இல்லாம தூங்கணும்
N,NH_TA_003_N_F_078_001,ஒவ்வொரு பொம்பள பிள்ளைக்கும் புகுந்த வீடு உறவென்றது கயிறுல போட்ட முடிச்சு மாதிரி.   ஆனா பொறந்த வீட்டு உறவென்றது உயிரில் போட்டு முடிச்சு. பெரிய பெரிய இருகமே தவிர எழகாது
N,NH_TA_003_N_F_081_001,உங்களை உருவாக்கின கடவுளுக்கு உங்ககிட்ட இருந்து எதுவுமே தேவையில்லை உங்க பிரச்சினையை கடவுள் கிட்ட டைரக்ட்டா சொல்லுங்க அவங்கள கேக்கும் அவங்க அவங்க கிட்ட பேசுவாங்க
N,NH_TA_003_N_M_001_001,எல்லாருமே யுனிக் அது அது எத்தனை அறிவா இருந்தாலும் நம்ம அஞ்சு அறிவோ ஆறு அறிவு அவங்க அவங்களுக்கு ஒரு ஆற்றல் இருக்காது என்னைக்காவது அது நம்ம வேற ஒருத்தரை பார்த்து நம்ம ஏதாவது ஒன்னு பண்ண நினைக்கும் போது நம்மளே நமக்கு சொல்லிக்கலாம் உனக்குன்னு ஒன்னு இருக்கு நீ அதை ட்ரை பண்ணு
N,NH_TA_003_N_M_003_001,"எத்தனை புத்தர் வந்தாலும் சரி எத்தனை காந்தி வந்தாலும் சரி, எத்தனை இயேசு வந்தாலும் சரி. எத்தனை நபி வந்தாலும் சரி எத்தனை ராமலிங்க சுவாமிகள் வந்தாலும் சரி நம்மளால இன்னும் முன்னேற முடியல   என்னைக்கு என்ன தல நாமே நம்மள திருத்திக்கிறோமோ அன்னைக்கு தான் நம்மளால நல்ல வாழ்க்கை வாழ முடியும்"
N,NH_TA_003_N_M_005_001,பிறப்புக்கும் இறப்புக்கும் இடைப்பட்ட கொஞ்ச நேரத்தைத்தான் வாழ்க்கையில் சொல்லுவான் அந்த கொஞ்ச நேரத்துல ஒருத்தருக்கு ஒருத்தர் துரோகம் செய்யாமே கெடுதல் எல்லாம் நானும் என்று நினைக்காமல் கூட சேர்ந்து ஒன்னா சந்தோசமா வாழ்றதுதான் வாழ்க்கை வாழ்க்கை அப்படி வாழ்கிறவன் தான் உண்மையான மனு
N,NH_TA_003_N_M_006_001,அப்ப எவ்வளவு மோசமான சிச்சுவேஷன் இருந்தாலும் எவ்வளவு கஷ்டத்தில் இருந்தாலும் தன்னம்பிக்கை இருந்தால் வைராக்கியம் இருந்தால் வாழ்க்கையில் நம்ம ஜெயிக்க வேண்டும் என்ற வெறி இருந்தா நம்ம கண்டிப்பா அந்த சூழ்நிலையில் இருந்து வெளியே வந்து ஒரு சாதனையாளராக ஆக முடியும்
N,NH_TA_003_N_M_006_002,நம்ம எல்லாருக்கும் செரினா வில்லியம்ஸ் தெரியும் இல்லையா கேர்ள்ஸ் நம்பர் ஒன் டென் ஸ் பிளேயர் 2011ல  அவங்க வந்து பல்நரி போலீஸம் அப்படின்ற நோயினால பாதிக்கப்படுகிறார்கள் ஐசிஓல அட்மிட் பண்ணாங்க சரி நான் வில்லியம் ச பட் அப்படி இருந்து ஒரு சிச்சுவேஷன் இருந்து அவங்க வெளியே வந்து ஐ சிவில் இருந்து வெளியே வந்து விளையாட ஆரம்பிச்ச பல சாம்பியன்ஷிப் அதுக்கப்புறம் வின் பண்ணி இன்னும் நம்ம ஒன்னா மைண்டைன் ஆயிட்டு இருக்காங்க
N,NH_TA_003_N_M_006_003,கெட்ட எண்ணங்கள் கஷ்டம் இருக்கும்போது ரொம்ப வரும் அந்த நேரத்தை நம்ம கெட்ட எண்ணங்கள் நல்ல எண்ணங்களால் ரொம்ப நல்ல எண்ணங்கள் மட்டுமே நினைக்கிறேன் நினைச்சா கண்டிப்பா நம்ம சாதனையாகும்
N,NH_TA_003_N_M_010_001,மனிதன் யாரிடம் தன்னை சமர்ப்பிக்கின்றனர் ரூபமாகவே மாறுகிறான்
N,NH_TA_003_N_M_011_001,உழைத்தால் முன்னேறலாம் அதெல்லாம் பொய் அரிவாள் உழைத்தால் முன்னேற
N,NH_TA_003_N_M_013_001,வாழ்க்கையில் நீ வெற்றி பெற வேண்டுமென்றால் தயவுசெய்து எக்காரணம் முன்னிட்டும் உன்னுடைய நேரத்தை வீணாக்காதே சென்று கொண்டிருப்பவன் நேரத்தை வென்று கொண்டிருக்கிறான் வென்று கொண்டிருப்பவனை நேரம் தின்று கொண்டு
N,NH_TA_003_N_M_014_001,யாருமே இல்லன்னா நீ தனியா எல்லாம் இருந்தாலுமே உன்னால ஒரு விஷயம் பண்ண முடியும் என்றால் நீ எந்த லெவலுக்கு வேணா நீ போலாம் டா அதுதான் நான் எனக்குள்ளே வச்சுக்கிட்டேன் வாழ்க்கையில் நம் முன்னேறனும் அடுத்த லெவலுக்கு போகணும் அப்படின்னா என்னைக்குமே அடுத்தவன் என்ன பண்றேன்னு பார்க்கவே பார்க்காதீங்க அடுத்து நீ என்ன பண்ணனும் பார் இதுதான் வந்துட்டு நம் வாழ்க்கையில் பண்ணக்கூடிய ஒரு ஒரே ஒரு
N,NH_TA_003_N_M_015_001,உலகத்தில் மனுசனுக்கு இரண்டே இரண்டு டென்ஷன் தாங்க அதிலிருந்து வெளியே விட்டீங்கன்னா சிறகடித்து பறக்கலாம் முதல் டென்ஷன் அடுத்தவங்க நம்மள பத்தி என்ன நினைப்பார்களோ அப்படிங்கறதை கவலையை தூக்கி வீசுங்கள் இரண்டாவது நாம நினைக்கிற மாதிரி அடுத்தவங்க இருக்கணுமே என்று ஆசைப்படுவதை தூக்கி வீசி இருக்கேன்
N,NH_TA_003_N_M_016_001,நம்ம எந்த இடத்துல இருக்கோம் என்ன செஞ்சுட்டு இருக்கோம் என்கிறது முக்கியம் இல்ல நம்ம எங்க இருந்தாலும் சந்தோஷமா இருக்கோமா இல்லையா என்பது தான் முக்கியம் நீ என்ன சொல்றேன்னு புரியல உங்களால கட்டுப்படுத்த முடியாத விஷயங்களை நினைச்சு நீங்க எப்பவும் கவலைப்படக் கூடாது நிம்மதியா வாழ்க
N,NH_TA_003_N_M_017_001,சில விஷயம் நமக்கு மட்டும் சொந்தம் அதை யாராலும் எப்பவும் படிக்கவே முடியாது நாம வாழ்வதற்கு காரணமே தான் கேட்கிறேன் நம்பிக்கை
N,NH_TA_003_N_M_018_001,தமக்கு மன உறுதி இருந்தால் எண்ணத்தில் தூய்மை இருந்தால் தாமம் உயர்வினை அடைவீர்கள் ஆற்றலில் அதிக வலு பெறுவீர்கள் உள்ளிருந்து தான் பெரும் பலத்தால் தம்மை எந்த புறத்திலும் நெருங்க இயலாது
N,NH_TA_003_N_M_022_001,அந்த மனுஷனுக்கு வந்து ரொம்ப துன்பம் கொடுக்கிற விஷயம் 2 கம்பேர் பண்ணுகிறது நான் இருக்க வேண்டும் இந்த ரெண்டு தான் மனுஷனுடைய ஒரு சந்தோசம் நிம்மதிக்கு அறிவிக்க காரணம்
N,NH_TA_003_N_M_026_001,நம்ம ஒருத்தன் மத்தவங்க இடத்தை பண்ணல நானும் நம்ம வேலை வேணும்னு நமக்கு தெரியும்
N,NH_TA_003_N_M_027_001,என்னையும் மீறி சில நேரத்தில் இந்த பணத்த திமிர் வரும்போதெல்லாம் இந்த டிரஸ்ஸ பார்த்து நான் இதையா போட்டுட்டு இருந்தேன் அப்படின்னு ஏளனமா சிரிப்பேன் அதுக்கு பதிலுக்கு என்ன சொல்லும் தெரியுமா என்ன போட்டு தாண்டா அப்புறம் நீ இதை போட்டு விடுங்க
N,NH_TA_003_N_M_028_001,பிரச்சனை இல்லாத மனுஷனும் இல்ல பிரச்சனை இல்லாதவன் மனுஷனே இல்ல எதிரில் வர யமுனை எதிர்க்க துணி நீ ஏன் உன் பிரச்சனைகளை பார்த்து நினைக்கிறன் எது வந்தாலும் எதிர்த்து நிக்கணும் அதான் தைரியம் சாவு நெனச்சா வரும் சாதன ஜெயிச்சா தான்
N,NH_TA_003_N_M_029_001,நம்மளுக்கு துணையாக இருக்கிறது யாருனா பஸ்ட் நம்முடைய ஃபேன் யாருன்னா நம்மள வளர்த்த அம்மா தான் மத்தவங்க பாராட்டுகிறார்கள் இல்லையோ நம்ம நல்லா டான்ஸ் ஆடுற மாதிரி நடிக்கிற மாதிரி என்ன செய்கிறோமோ இல்லையோ வீட்டுக்கு வந்த உடனே அம்மா கட்டி புடிச்சு சூப்பரா பண்ண கண்ணா அடுத்த சூப்பர் ஸ்டார் ன்னு சொல்லுவாங்க
N,NH_TA_003_N_M_031_001,உன்னை அடித்து முன்னுக்கு வருவது தான் ஜெயிக்கிறது எதுக்கு இன்னொருத்தர் நீங்க பண்ண சொல்லணும் நீங்களும் ஓடுங்க அவனும் போகட்டும் இரண்டு பேர் வாங்க ஆட்டோமேட்டிக்கா ஒருத்தன் முன்னுக்கு வருவீர்கள் அவன் வந்து ஜெயிக்கணும்னு நினைக்கும் போது என்ன ஆகுது நா உங்க பக்கத்துல உள்ளவன் தள்ளுவது தான் குறிக்கோளாக இருக்கும் அந்த வார்த்தைதான் இன்னைக்கு உலகத்துல பிரச்சனையே ஆக்சுவலா
N,NH_TA_003_N_M_032_001,சில நேரங்களில் அடுத்தவர் ஆற்றும் பணியானது மன வேதனையை தரும் தன்னம்பிக்கையை இழக்கும் நிலை வரும் அத்தகு சந்தர்ப்பங்களில் மன உறுதியை இழக்காதே தன் மனதிற்கு கடிவாளம் இட வேண்டியது ஒரு மனிதனின் கடமை
N,NH_TA_003_N_M_033_001,ஒரே நாளில் எவ்வளவு கோடிஸ்வரன் ஆயிட முடியாது அப்படி ஒரே நாள்ல ஆனா அந்த பணமும் வசதியும் நிலைக்கவில்லை எவன் ஒருத்தன் கஷ்டப்பட்டு பணத்தை சம்பாதிக்கிற அவனுக்கு தான் அந்த பணத்தோட அருமை தெரியும் அப்பதான் நம்ம பணத்தையும் காப்போம் தன்னையும் காப்பாத்துவான்
N,NH_TA_003_N_M_033_002,நீ எந்த வேலை வேணாலும் செய்யலாம் அந்த வேலையை நீ முதல்ல காதலிக்கணும் உழைக்கணும் அப்புறம் நீ தான் அதுல ராஜா சும்மா அதை விட்டுட்டு நம்ம ஆரணி மாசத்துல பணக்காரன் ஆகணும்னு அலைஞ்ச வாழ்க்கை பூரா நீ அலைந்து கொண்டே தான் இருக்கணும்
N,NH_TA_003_N_M_034_001,நடக்க வெறுப்பதை கணிக்க இயலாது நடக்கப் போவதை உருவாக்கவும் முடியாது நடப்பது அனைத்தும் இனிமையானது என்று மகிழ்ச்சி கொண்ட மனதோடு வாழ்ந்து வருங்காலத்தை எதிர்கொள்ளலாம் நிகழ்வது முன்னரே நமக்கு தெரிந்தால் பெண் வாழ்வில் சுவாரசியம் எது
N,NH_TA_003_N_M_035_001,அடுத்தவனை ஏமாத்திட்டே இருக்காங்க இல்ல கஷ்டப்பட்டு இருப்பாங்க ரொம்ப தூரம் போக முடியாது வாழ்க்கையில நல்லா தானே இருக்கறாங்க உங்க கண்ணுக்கு தெரியல ரொம்ப கஷ்டம் என்ன பண்றது ஏமாத்துன உங்க ஏமாந்தவர்கள் ஓட பலமடங்கு கஷ்டத்துக்கு உள்ளாக்கப்படுவார்கள்
